id,country,job_role,ai_specialization,experience_level,experience_years,salary_usd,bonus_usd,education_required,industry,company_size,interview_rounds,year,work_mode,weekly_hours,company_rating,job_openings,hiring_difficulty_score,layoff_risk,ai_adoption_score,company_funding_billion,economic_index,ai_maturity_years,offer_acceptance_rate,tax_rate_percent,vacation_days,skill_demand_score,automation_risk,job_security_score,career_growth_score,work_life_balance_score,promotion_speed,salary_percentile,cost_of_living_index,employee_satisfaction
49222,UK,Data Analyst,LLM,Lead,14,104899,20754,Bachelor,Tech,Medium,6,2020,Hybrid,39.4,4.61,28,55.32556553643182,0.136,60,7.96,83.44,13,64.63,31.9,26,94,87,87,52,91,34,28,1.56,78
49235,UAE,Data Analyst,Computer Vision,Entry,0,40614,4830,Bootcamp,Consulting,Startup,4,2023,Remote,44.1,3.36,21,60.16044411497256,0.424,85,3.54,69.4,8,73.47,19.9,18,88,6,51,60,63,35,3,1.07,51
49238,USA,Data Analyst,LLM,Lead,17,167748,19892,PhD,Healthcare,Large,2,2025,Remote,50.6,3.32,16,38.31311978020952,0.029,82,0.92,88.74,5,75.99,16.7,22,85,47,91,54,65,68,49,0.98,81
49246,Singapore,Data Analyst,Computer Vision,Entry,1,61341,5786,PhD,Automotive,Startup,4,2022,Remote,36.5,3.85,23,53.55311576829525,0.434,58,0.65,72.88,4,57.68,34.2,13,77,4,38,30,66,44,85,2.04,64
49257,Brazil,Data Analyst,MLOps,Lead,17,69314,3705,Bachelor,Automotive,Medium,4,2025,Hybrid,51.2,4.77,38,58.25667795878986,0.096,65,0.78,94.26,12,81.62,12.1,13,35,25,84,38,57,52,72,0.69,70
49260,France,Data Analyst,Reinforcement Learning,Entry,0,35212,2882,Master,Energy,Large,3,2023,Hybrid,53.6,4.02,9,36.14717413042607,0.501,85,6.95,72.57,3,66.93,26.6,24,97,96,50,76,61,47,26,1.69,63
49265,USA,Data Analyst,Generative AI,Entry,1,60982,4312,PhD,Healthcare,Large,5,2024,Hybrid,49.7,4.09,4,53.40760997536286,0.443,100,2.42,90.86,7,57.67,34.4,20,87,72,62,73,70,34,77,2.4,70
49268,India,Data Analyst,Generative AI,Mid,5,29424,3397,PhD,Tech,Enterprise,5,2020,Hybrid,49.3,4.52,22,44.43928730635251,0.122,46,1.22,63.43,12,55.14,37.3,18,33,42,78,29,64,44,6,2.32,69
49280,UK,Data Analyst,Analytics,Senior,6,77269,15068,PhD,Healthcare,Enterprise,4,2024,Onsite,37.8,4.79,28,49.34104276160927,0.117,89,4.34,71.56,8,55.65,39.6,29,61,66,75,65,89,25,26,2.17,76
49284,Canada,Data Analyst,Generative AI,Senior,6,82266,15471,Master,Telecom,Startup,3,2024,Hybrid,54.5,3.69,12,42.70648969383295,0.207,67,4.92,92.77,6,66.16,25.7,14,82,14,65,54,37,30,67,2.36,65
49304,UK,Data Analyst,Forecasting,Senior,9,98023,15010,PhD,Consulting,Startup,5,2024,Onsite,50.3,4.53,24,42.95894545791083,0.076,80,3.3,91.67,14,82.24,40.5,27,85,34,67,67,51,51,85,1.76,71
49306,Australia,Data Analyst,Reinforcement Learning,Mid,5,80503,6315,Diploma,Telecom,Enterprise,3,2023,Onsite,47.4,4.32,18,55.853969843641295,0.134,45,4.72,83.64,11,60.22,18.1,28,80,16,80,25,77,25,64,1.09,62
49320,UAE,Data Analyst,LLM,Mid,5,60326,7390,Bachelor,Automotive,Medium,2,2025,Hybrid,41.9,3.78,23,72.96408126681982,0.232,58,8.24,98.35,5,83.67,31.1,26,29,24,70,54,73,52,81,1.8,70
49343,UK,Data Analyst,MLOps,Senior,9,80907,5292,Master,Retail,Large,7,2020,Remote,53.0,3.94,12,54.86722755777986,0.132,44,3.17,57.09,10,88.61,19.3,22,24,57,77,31,60,45,3,1.26,67
49353,Netherlands,Data Analyst,Computer Vision,Senior,10,92543,18382,Diploma,Finance,Small,2,2023,Onsite,47.5,4.04,14,84.1168604750097,0.033,84,6.24,97.76,9,83.55,12.6,27,8,5,93,72,75,17,6,0.56,80
49362,Canada,Data Analyst,Forecasting,Entry,0,51600,3519,Master,Energy,Medium,7,2026,Onsite,43.0,3.57,34,68.01509552913807,0.368,77,7.0,83.13,7,55.18,28.7,15,9,42,58,54,78,26,88,1.56,61
49369,Singapore,Data Analyst,Analytics,Lead,17,112027,22126,Bachelor,Retail,Medium,4,2021,Onsite,37.6,3.38,6,72.26834670563635,0.135,61,0.7,97.71,12,91.48,36.0,24,78,84,76,44,89,44,12,1.69,82
49379,Japan,Data Analyst,LLM,Entry,0,35812,7233,Diploma,Telecom,Enterprise,7,2025,Remote,45.7,4.29,17,69.26569386668588,0.34,90,0.99,93.61,9,80.04,12.6,23,86,62,65,57,70,12,30,2.48,63
49388,Singapore,Data Analyst,Analytics,Senior,10,101582,8187,Master,Gaming,Startup,5,2025,Onsite,51.3,3.74,19,58.57148158216562,0.0,60,0.28,65.55,10,91.23,37.6,15,19,10,69,34,47,58,37,1.8,64
49390,Singapore,Data Analyst,Reinforcement Learning,Senior,8,102518,14873,Bootcamp,Energy,Large,7,2024,Hybrid,50.5,4.1,31,60.390412655155686,0.064,89,5.33,46.66,14,77.07,14.1,16,49,70,92,77,66,30,12,2.3,77
49401,UAE,Data Analyst,Analytics,Lead,14,84410,7974,Master,Education,Small,4,2022,Remote,45.3,4.54,30,73.95893541233627,0.097,85,6.56,48.6,8,58.28,23.6,27,23,41,85,67,70,61,25,1.38,67
49415,India,Data Analyst,LLM,Senior,10,34185,3512,Master,Consulting,Startup,5,2022,Onsite,36.8,4.24,15,29.84046897967486,0.124,72,8.72,99.29,8,88.87,31.7,10,24,42,65,67,76,87,57,0.61,62
49418,Netherlands,Data Analyst,Analytics,Mid,5,70537,4698,Diploma,Consulting,Small,2,2023,Remote,45.9,4.52,18,37.28808529789693,0.179,79,4.62,98.94,5,75.01,40.9,17,94,86,72,64,71,34,79,1.77,66
49421,Canada,Data Analyst,Generative AI,Lead,12,98848,13442,Master,Consulting,Small,2,2026,Hybrid,54.6,3.32,24,85.47185493615572,0.101,48,9.18,76.75,10,87.35,34.8,20,1,88,82,43,44,59,28,2.38,62
49433,Singapore,Data Analyst,Analytics,Entry,0,50138,2654,Bachelor,Education,Startup,4,2024,Hybrid,50.9,3.3,18,71.57003558932564,0.383,83,2.82,48.12,8,56.6,17.3,30,11,61,58,54,49,36,53,0.9,51
49434,Netherlands,Data Analyst,Reinforcement Learning,Mid,3,62510,4292,Diploma,Finance,Small,6,2021,Remote,37.2,3.51,19,80.99129391916316,0.188,88,5.42,56.98,12,69.28,18.0,18,55,5,78,67,90,44,31,2.25,73
49438,Netherlands,Data Analyst,NLP,Entry,1,47044,4003,Bachelor,Finance,Startup,7,2025,Hybrid,44.6,4.69,3,50.81204175704223,0.357,57,1.51,70.77,10,57.82,17.6,25,41,96,58,37,79,43,14,2.22,57
49439,Netherlands,Data Analyst,MLOps,Entry,0,52793,9351,Diploma,Retail,Large,2,2022,Remote,46.5,3.49,5,73.86800709771066,0.375,68,1.09,75.97,3,71.75,24.1,25,50,56,66,42,71,22,100,1.86,71
49456,USA,Data Analyst,Reinforcement Learning,Senior,10,101452,11412,Bachelor,Automotive,Medium,4,2022,Onsite,41.1,4.38,5,79.27609678659334,0.0,54,7.1,92.33,13,94.03,24.0,26,68,33,94,52,77,31,6,2.39,83
49459,India,Data Analyst,Analytics,Lead,17,44381,6361,Bachelor,Energy,Startup,5,2025,Hybrid,52.3,3.54,9,50.32928611938236,0.15,82,1.66,97.47,5,61.35,41.9,19,61,96,67,46,41,59,82,1.11,55
49460,Singapore,Data Analyst,Reinforcement Learning,Lead,15,116779,17824,Diploma,Healthcare,Enterprise,2,2022,Remote,37.2,3.56,19,66.25877467374033,0.136,84,9.19,92.91,12,62.19,28.5,30,7,34,76,77,87,21,55,1.47,81
49462,UAE,Data Analyst,Computer Vision,Senior,10,67785,12696,PhD,Healthcare,Medium,4,2025,Onsite,46.9,3.23,21,50.955343624130485,0.087,69,3.57,70.48,3,68.31,37.4,20,78,97,81,51,67,46,53,0.83,69
49467,Australia,Data Analyst,MLOps,Mid,3,56541,4384,Master,Automotive,Large,2,2023,Onsite,50.5,4.4,20,38.40154946485795,0.151,66,3.51,51.41,11,88.02,14.8,20,55,87,83,57,54,43,45,2.31,55
49470,Japan,Data Analyst,LLM,Entry,0,46335,5534,Master,Energy,Enterprise,7,2021,Remote,41.1,3.47,23,81.49067454438458,0.329,66,4.5,97.43,14,87.44,22.7,18,55,29,67,55,81,26,65,1.83,69
49476,UAE,Data Analyst,Reinforcement Learning,Lead,14,86505,18400,PhD,Retail,Large,6,2025,Onsite,47.8,3.75,18,11.352036238341611,0.103,58,6.87,81.63,14,86.8,27.2,16,7,5,84,57,64,39,96,1.36,68
49483,USA,Data Analyst,NLP,Senior,7,104167,16717,Diploma,Consulting,Enterprise,5,2024,Onsite,36.4,3.44,14,42.74025155352959,0.138,86,3.04,74.69,5,75.59,23.7,27,97,70,76,63,98,55,44,0.98,91
49487,France,Data Analyst,Computer Vision,Senior,6,57189,3310,Bachelor,Consulting,Medium,7,2025,Onsite,42.8,4.24,22,31.508308259999424,0.054,70,8.29,85.86,3,63.09,39.5,28,52,1,76,60,79,12,52,1.97,64
49527,USA,Data Analyst,NLP,Mid,3,69614,4056,Bootcamp,Gaming,Large,5,2021,Hybrid,36.0,4.29,12,42.03054576112261,0.215,100,1.48,63.59,7,65.72,28.1,10,50,21,78,60,86,40,53,0.88,77
49535,UAE,Data Analyst,Reinforcement Learning,Mid,2,49817,10337,Diploma,Gaming,Small,4,2026,Onsite,48.7,4.44,3,41.637638790784536,0.287,57,0.62,57.65,6,90.24,13.1,12,23,95,69,36,65,38,73,1.35,60
49537,Germany,Data Analyst,NLP,Mid,2,48322,6982,Diploma,Telecom,Enterprise,7,2025,Remote,50.8,3.59,39,47.9172757075017,0.179,58,4.87,65.44,7,92.54,13.3,21,76,41,87,55,63,29,67,2.17,68
49542,India,Data Analyst,Forecasting,Entry,1,28000,6023,PhD,Automotive,Enterprise,6,2026,Onsite,40.6,3.23,18,59.98380251789524,0.382,73,7.1,70.9,9,74.61,16.5,23,5,50,63,68,83,19,75,2.03,69
49546,Japan,Data Analyst,NLP,Mid,5,59111,11511,Diploma,Automotive,Enterprise,2,2024,Hybrid,47.9,3.31,2,60.14817384534241,0.21,66,3.17,66.65,13,75.25,30.5,29,83,86,70,56,71,26,15,1.52,66
49561,UK,Data Analyst,MLOps,Senior,8,67633,6902,Bachelor,Telecom,Enterprise,5,2023,Onsite,39.7,4.08,16,78.5410303970195,0.042,63,5.99,76.93,6,80.04,25.2,15,60,56,92,46,92,27,58,0.98,82
49572,Brazil,Data Analyst,Generative AI,Entry,0,28000,2591,PhD,Telecom,Medium,3,2020,Onsite,49.5,4.68,12,53.60964997993299,0.394,80,7.03,77.47,9,84.66,19.5,18,50,53,58,71,54,16,37,0.51,61
49597,UK,Data Analyst,LLM,Senior,9,77758,5744,PhD,Finance,Enterprise,7,2023,Onsite,53.1,4.74,23,56.52113992592644,0.107,69,4.19,57.66,12,78.04,41.7,16,5,53,82,59,59,52,74,0.8,65
49598,France,Data Analyst,Forecasting,Mid,5,50739,9856,Bootcamp,Retail,Large,2,2024,Remote,54.9,3.43,11,45.67687172349024,0.133,56,7.15,76.94,12,93.27,19.2,27,19,88,81,58,57,31,63,0.55,69
49599,Singapore,Data Analyst,Generative AI,Lead,16,138223,9589,Diploma,Automotive,Medium,5,2022,Remote,40.1,3.45,10,80.5981985575547,0.086,68,4.89,66.88,3,61.89,41.9,19,77,74,91,45,72,37,23,1.79,80
49601,India,Data Analyst,LLM,Mid,5,29434,2053,Bootcamp,Education,Large,2,2024,Onsite,39.9,4.09,20,24.631068085695013,0.166,69,8.94,63.04,11,77.16,18.8,14,55,84,86,81,77,42,89,0.64,63
49605,Germany,Data Analyst,MLOps,Lead,17,92724,4736,PhD,Tech,Large,4,2023,Hybrid,54.9,3.8,31,36.29500695635867,0.062,58,1.51,74.98,9,62.86,23.6,29,27,67,90,40,48,51,88,1.48,62
49614,France,Data Analyst,Reinforcement Learning,Lead,16,113583,13808,Diploma,Telecom,Large,4,2023,Hybrid,38.4,4.71,24,54.62237369320852,0.08,78,7.61,61.47,6,62.92,20.4,17,83,65,83,71,85,45,96,2.35,79
49629,Australia,Data Analyst,Reinforcement Learning,Senior,10,84628,6262,Diploma,Consulting,Large,3,2020,Onsite,39.6,4.45,6,20.128499465543836,0.019,40,5.39,72.25,12,72.27,33.2,10,48,90,85,33,71,35,98,1.48,75
49658,UK,Data Analyst,Forecasting,Entry,1,49982,6962,PhD,Telecom,Large,5,2020,Remote,36.4,4.67,12,40.58034970740478,0.275,66,7.72,53.62,10,84.21,40.9,17,71,2,62,66,84,45,9,1.84,68
49659,UK,Data Analyst,LLM,Lead,18,129546,18298,Bachelor,Energy,Startup,7,2021,Hybrid,42.5,3.24,26,42.39188644304022,0.069,53,1.48,49.91,5,77.51,40.0,14,96,39,72,26,64,73,30,0.99,78
49667,France,Data Analyst,Reinforcement Learning,Senior,11,70698,4588,PhD,Education,Medium,4,2023,Hybrid,39.8,3.69,16,47.66473866791831,0.12,88,4.27,48.81,5,67.62,16.5,12,76,87,80,68,92,42,35,1.18,86
49669,France,Data Analyst,Reinforcement Learning,Senior,7,73698,11010,Diploma,Energy,Large,6,2025,Remote,37.1,3.3,1,37.39364104883915,0.078,60,4.31,81.63,11,79.88,36.3,15,20,81,81,53,82,14,79,0.87,70
49696,USA,Data Analyst,LLM,Lead,12,121122,24260,Diploma,Gaming,Startup,7,2026,Onsite,42.6,4.28,23,36.398713974979096,0.059,54,2.57,69.23,6,70.23,16.8,15,27,97,71,33,74,66,35,0.59,74
49697,Brazil,Data Analyst,Analytics,Entry,1,28594,3783,Master,Healthcare,Medium,7,2023,Remote,46.1,4.55,10,13.618328341495593,0.331,81,8.77,76.65,4,91.85,21.0,28,29,80,65,60,65,26,9,2.12,66
49701,India,Data Analyst,Reinforcement Learning,Senior,8,30547,6534,Bachelor,Telecom,Large,7,2022,Remote,43.3,4.65,10,60.59714739155957,0.048,83,9.29,65.51,14,68.17,23.6,13,58,51,88,87,66,39,76,1.55,66
49707,UAE,Data Analyst,Forecasting,Entry,1,45565,7480,Bootcamp,Energy,Large,4,2025,Hybrid,47.8,4.2,18,74.90511228704068,0.367,92,7.29,78.61,5,86.49,25.2,24,34,69,74,83,69,47,82,0.89,65
49733,Brazil,Data Analyst,Analytics,Lead,14,54536,7144,Bachelor,Energy,Medium,5,2026,Remote,51.9,4.55,14,33.319939573364536,0.074,73,7.93,63.6,3,69.76,29.0,14,12,21,83,71,52,49,69,1.9,61
49748,Canada,Data Analyst,MLOps,Entry,1,58102,11996,PhD,Automotive,Enterprise,6,2026,Onsite,48.4,3.92,22,78.99813798048245,0.417,35,0.44,46.66,5,66.64,35.9,24,99,59,55,25,70,30,97,2.19,59
49756,Brazil,Data Analyst,Analytics,Senior,9,45741,6944,Master,Finance,Small,4,2024,Onsite,42.3,4.16,12,50.986678950357,0.113,71,5.62,80.93,14,72.9,18.3,25,95,81,77,64,70,43,57,1.61,65
49761,Australia,Data Analyst,Reinforcement Learning,Mid,5,63748,3887,Bootcamp,Healthcare,Medium,5,2026,Onsite,36.3,3.96,21,58.4573735382216,0.165,87,5.47,91.92,7,66.46,41.5,17,71,28,74,70,90,36,7,2.14,83
49763,UAE,Data Analyst,Generative AI,Mid,3,57296,5311,Diploma,Finance,Medium,2,2021,Remote,42.5,3.77,18,47.75276670352317,0.159,91,0.54,80.3,3,55.16,14.6,18,80,33,74,55,67,21,63,2.29,57
49764,Canada,Data Analyst,MLOps,Senior,10,78249,5335,Master,Education,Small,6,2023,Hybrid,54.7,4.18,16,68.7386424750308,0.121,69,2.42,84.8,14,94.93,18.7,18,88,19,85,46,45,29,69,1.5,68
49792,UAE,Data Analyst,Computer Vision,Senior,7,54161,3228,Bootcamp,Retail,Large,4,2026,Remote,54.0,3.28,15,75.70664790017922,0.073,73,4.88,69.28,8,79.67,36.9,23,46,14,80,53,62,36,96,0.59,62
49794,UK,Data Analyst,MLOps,Entry,1,51072,3008,PhD,Telecom,Large,2,2020,Hybrid,47.0,4.48,32,56.244102607599615,0.406,76,8.2,92.9,3,80.16,15.5,10,62,81,64,70,75,12,16,1.86,74
49821,UK,Data Analyst,Analytics,Lead,18,98187,7004,PhD,Retail,Enterprise,6,2024,Hybrid,37.0,4.38,19,61.26682261564961,0.052,52,3.21,48.67,6,55.52,28.3,22,57,66,86,36,75,23,33,2.48,82
49832,UK,Data Analyst,Reinforcement Learning,Senior,7,77775,8125,Diploma,Gaming,Startup,7,2026,Remote,54.7,3.83,19,74.87719244249382,0.126,71,1.22,53.63,12,90.36,33.1,11,37,78,73,48,42,86,14,0.66,65
49860,Canada,Data Analyst,MLOps,Entry,1,50688,9390,Bootcamp,Education,Medium,3,2023,Hybrid,36.2,3.66,17,25.372820848465096,0.457,55,7.72,70.38,10,55.46,38.8,21,9,4,59,55,89,31,37,1.54,71
49862,Germany,Data Analyst,Analytics,Mid,5,67918,9910,Diploma,Healthcare,Small,5,2024,Remote,38.3,3.94,26,30.695536161957897,0.164,68,9.33,65.02,6,55.96,25.7,15,55,48,82,64,79,60,2,0.59,71
49866,Germany,Data Analyst,Computer Vision,Entry,1,50933,3772,Bachelor,Gaming,Enterprise,2,2024,Remote,42.7,4.8,26,80.05253926729743,0.367,72,2.11,53.94,3,75.23,15.6,11,75,10,62,49,81,32,16,0.58,77
49869,USA,Data Analyst,LLM,Mid,2,72447,13881,Bachelor,Finance,Startup,5,2026,Onsite,48.2,3.75,21,62.78708107723301,0.152,61,8.97,91.69,10,77.52,34.7,16,29,25,76,64,53,27,81,1.04,61
49875,Canada,Data Analyst,Generative AI,Senior,9,93745,19870,Master,Energy,Enterprise,2,2022,Onsite,47.5,4.3,16,53.6595077151209,0.074,63,2.04,74.0,12,75.82,41.5,18,31,18,80,37,66,38,71,2.46,78
49887,USA,Data Analyst,Analytics,Lead,17,136594,29409,PhD,Automotive,Large,6,2025,Onsite,49.9,3.67,12,59.446518620018935,0.051,58,4.93,70.87,13,73.56,27.8,12,2,33,83,50,57,36,90,1.0,67
49888,Singapore,Data Analyst,LLM,Senior,8,101963,6026,Master,Finance,Large,7,2025,Onsite,42.7,4.12,25,57.86337715328194,0.067,58,5.22,85.75,13,80.11,40.3,11,86,77,84,36,82,25,92,2.04,73
49891,UK,Data Analyst,Forecasting,Lead,18,143359,25641,PhD,Healthcare,Startup,5,2024,Remote,52.1,3.81,18,67.16631497457632,0.13,77,4.07,61.92,12,70.73,15.9,28,25,1,72,50,50,84,2,1.89,67
49898,France,Data Analyst,LLM,Mid,4,63063,5349,Bootcamp,Automotive,Enterprise,6,2026,Onsite,38.2,4.61,15,69.39970947322338,0.164,67,3.59,63.02,12,63.25,13.8,13,94,89,76,48,82,45,54,1.92,68
49899,Japan,Data Analyst,LLM,Lead,16,99121,6133,Diploma,Tech,Startup,7,2022,Hybrid,43.9,3.7,16,75.83888864452108,0.194,86,4.87,56.62,7,62.24,23.8,25,8,15,71,70,64,55,49,2.43,66
49912,UAE,Data Analyst,MLOps,Mid,3,51599,11319,Master,Energy,Small,7,2024,Onsite,47.3,3.57,18,79.98378393013921,0.111,62,4.64,86.63,9,92.25,19.8,26,56,99,83,52,74,47,90,1.39,63
49913,UK,Data Analyst,LLM,Mid,3,62774,4289,Bachelor,Finance,Small,3,2022,Remote,40.0,4.67,1,70.52563353581749,0.217,65,0.95,86.54,8,77.64,36.4,27,80,77,71,44,82,15,39,1.43,82
49917,Brazil,Data Analyst,LLM,Senior,10,40760,8828,PhD,Automotive,Startup,4,2021,Hybrid,43.5,4.5,20,52.14030329403855,0.042,73,9.11,69.84,14,93.93,15.4,22,83,37,72,75,59,53,70,1.42,58
49925,USA,Data Analyst,Reinforcement Learning,Entry,1,63549,10420,Bachelor,Healthcare,Startup,2,2025,Onsite,44.9,3.6,15,49.60128862018368,0.328,86,8.53,69.07,7,62.96,21.6,30,70,83,66,65,67,43,83,0.78,70
49930,Australia,Data Analyst,MLOps,Mid,5,73105,9982,Diploma,Finance,Large,2,2024,Remote,44.8,3.21,14,71.48017327269845,0.279,67,9.39,45.72,8,56.67,31.8,20,82,69,76,68,60,36,6,2.46,70
49935,Japan,Data Analyst,Forecasting,Senior,11,100964,5339,Bootcamp,Energy,Startup,6,2020,Hybrid,45.8,4.36,23,41.67189763225485,0.059,59,4.28,97.57,6,72.3,34.2,26,30,15,82,47,65,75,46,1.49,78
49945,India,Data Analyst,Computer Vision,Senior,8,29142,1557,Bootcamp,Healthcare,Enterprise,5,2026,Onsite,46.4,4.47,1,56.73286277166385,0.126,49,8.82,91.82,6,74.16,15.7,22,82,69,79,49,65,17,19,2.34,71
49950,Singapore,Data Analyst,LLM,Senior,9,88185,18801,Master,Finance,Medium,3,2020,Hybrid,47.7,4.15,25,32.12127577252532,0.084,78,1.49,97.27,5,89.7,41.9,28,58,82,78,51,66,43,13,1.32,65
49962,Canada,Data Analyst,LLM,Lead,19,140209,26147,Bootcamp,Tech,Large,2,2022,Hybrid,39.9,4.45,12,80.14533460893495,0.044,83,0.74,78.56,13,62.13,33.8,30,47,10,90,54,87,66,41,0.91,83
49967,France,Data Analyst,Reinforcement Learning,Lead,19,127489,22186,Bootcamp,Energy,Medium,6,2023,Remote,51.5,3.94,27,39.33486211858205,0.043,67,5.07,87.11,4,61.34,28.2,20,83,99,94,60,60,79,27,1.45,82
49968,Netherlands,Data Analyst,MLOps,Lead,13,106332,7260,Bootcamp,Education,Small,7,2026,Hybrid,47.9,4.47,5,46.40475719611305,0.138,82,4.99,74.64,13,58.95,23.3,23,62,65,80,68,70,36,39,1.24,85
49975,Canada,Data Analyst,Forecasting,Entry,1,61790,10869,PhD,Energy,Startup,5,2020,Onsite,42.0,3.93,19,68.68236739651586,0.355,65,7.78,95.29,12,81.72,38.3,29,38,24,54,59,73,36,49,0.86,75
49978,France,Data Analyst,NLP,Entry,0,40913,2722,Bootcamp,Energy,Medium,2,2025,Onsite,50.3,4.3,18,51.03558100184995,0.422,80,7.26,89.28,12,55.34,39.2,14,95,55,58,59,64,17,88,2.02,65
50015,UK,Data Analyst,Forecasting,Lead,15,104458,19756,Diploma,Tech,Enterprise,4,2023,Onsite,47.3,4.45,18,47.46719655141495,0.039,90,1.34,68.91,10,88.35,31.3,12,30,70,83,63,78,36,39,0.69,76
50042,USA,Data Analyst,Reinforcement Learning,Mid,4,71157,12406,Diploma,Automotive,Large,2,2021,Onsite,40.3,4.38,15,35.440507956569256,0.202,69,3.6,76.38,8,86.43,33.0,27,88,1,75,37,77,18,29,2.25,72
50048,Singapore,Data Analyst,LLM,Senior,6,66316,3683,Bootcamp,Telecom,Small,3,2024,Onsite,43.8,3.87,15,60.98550973843448,0.127,88,5.03,55.94,4,89.63,15.2,20,6,73,79,72,66,40,4,2.33,71
50053,India,Data Analyst,Reinforcement Learning,Lead,13,33278,4221,Bootcamp,Education,Large,4,2024,Onsite,49.6,4.12,23,33.70366620433454,0.131,80,6.4,66.55,9,69.3,36.0,24,78,94,91,71,66,18,75,2.3,69
50056,France,Data Analyst,Computer Vision,Mid,2,57347,5411,Bachelor,Telecom,Startup,2,2022,Hybrid,39.1,4.59,20,73.42022898285715,0.122,75,1.24,89.7,5,65.0,30.6,21,47,40,64,57,75,51,60,2.46,73
50064,Australia,Data Analyst,MLOps,Mid,4,73292,4680,PhD,Gaming,Startup,7,2024,Hybrid,46.3,4.3,22,43.68629101113181,0.154,88,7.9,48.64,5,68.01,14.9,13,54,50,64,73,51,31,24,0.64,70
50073,Australia,Data Analyst,Forecasting,Lead,19,136666,17160,Bachelor,Healthcare,Startup,5,2020,Remote,45.3,4.44,9,55.727543411916514,0.063,63,4.13,58.39,8,71.18,26.7,23,29,19,80,49,67,83,77,1.92,75
50080,Canada,Data Analyst,LLM,Mid,3,71209,15655,Bootcamp,Retail,Small,2,2020,Remote,49.2,4.16,4,60.987322305370775,0.271,81,1.11,83.87,8,88.91,41.3,13,98,97,77,55,54,29,62,0.94,66
50096,Canada,Data Analyst,Generative AI,Mid,2,60138,6530,PhD,Retail,Enterprise,2,2026,Remote,39.8,4.79,13,69.1924486466923,0.172,83,3.34,49.61,7,59.65,14.6,27,99,56,79,59,80,12,54,0.62,74
50101,UAE,Data Analyst,Reinforcement Learning,Mid,3,43205,3977,Bootcamp,Retail,Large,2,2023,Remote,53.3,3.36,11,37.8175655225256,0.272,69,4.99,79.48,12,84.95,19.4,21,92,10,77,57,59,49,69,1.5,78
50102,USA,Data Analyst,Generative AI,Entry,1,68591,5245,Diploma,Gaming,Large,5,2024,Remote,42.7,3.29,24,47.37820139770272,0.328,81,9.3,52.47,12,65.0,15.9,10,36,12,63,77,82,18,84,2.08,68
50106,Netherlands,Data Analyst,Computer Vision,Mid,2,51210,2719,Diploma,Telecom,Large,5,2021,Onsite,40.0,4.59,20,30.63173297622084,0.191,80,4.15,72.73,10,66.24,25.6,13,82,63,81,58,76,39,2,0.69,80
50123,India,Data Analyst,MLOps,Mid,4,28000,5717,Bachelor,Healthcare,Startup,3,2023,Hybrid,52.8,4.53,7,57.74761944584512,0.202,74,5.86,92.03,3,87.41,22.7,14,52,81,77,58,37,27,16,0.65,64
50130,Germany,Data Analyst,Analytics,Entry,0,49937,10457,Diploma,Automotive,Startup,5,2025,Hybrid,46.2,3.51,16,64.59293629271737,0.291,56,9.32,92.14,14,71.68,15.5,26,38,18,62,55,61,38,18,2.2,59
50131,Netherlands,Data Analyst,Analytics,Mid,4,50886,9436,PhD,Retail,Medium,7,2022,Hybrid,46.2,4.56,18,62.04925149629097,0.248,72,4.35,53.18,13,64.45,33.4,10,22,80,70,60,62,46,55,0.7,65
50132,France,Data Analyst,Forecasting,Lead,13,100422,6744,Master,Education,Enterprise,7,2020,Remote,47.3,3.83,8,43.11699269021757,0.189,63,8.89,69.07,14,85.2,36.1,23,67,59,84,59,72,54,48,1.07,81
50133,Netherlands,Data Analyst,Computer Vision,Entry,0,48357,7252,PhD,Gaming,Enterprise,6,2020,Remote,39.2,4.18,16,90.43769832861956,0.351,63,1.25,87.7,13,93.23,13.9,12,53,67,58,40,78,15,82,0.73,61
50149,Brazil,Data Analyst,Analytics,Mid,4,34492,2638,Bachelor,Retail,Large,3,2025,Hybrid,37.7,3.25,32,52.32843637294179,0.16,59,9.14,89.93,6,90.57,39.6,30,91,94,82,61,90,31,14,1.5,76
50175,Canada,Data Analyst,Generative AI,Lead,19,112884,16613,Bootcamp,Consulting,Startup,3,2026,Onsite,39.7,3.34,17,43.0529612069929,0.0,86,4.85,73.95,13,83.15,17.0,30,25,9,81,59,78,72,57,1.07,80
50182,India,Data Analyst,MLOps,Mid,5,28986,1792,Bachelor,Education,Small,5,2022,Remote,48.5,4.67,9,69.24763559285674,0.141,50,8.13,58.25,10,68.64,23.1,15,25,86,85,62,68,40,3,0.76,68
50207,Japan,Data Analyst,NLP,Entry,1,41011,7440,Bachelor,Finance,Large,5,2023,Hybrid,54.7,3.35,15,71.44313820828523,0.368,63,8.4,76.55,8,71.72,21.6,23,27,95,62,58,53,18,67,0.83,68
50219,UAE,Data Analyst,Generative AI,Senior,8,57990,4916,Master,Healthcare,Large,4,2026,Onsite,47.0,3.76,12,62.637881704720606,0.122,47,5.72,67.32,8,93.22,25.6,15,87,98,78,43,70,58,52,1.8,78
50231,India,Data Analyst,Computer Vision,Mid,5,28907,6190,Master,Finance,Large,2,2026,Hybrid,49.3,3.93,25,40.97828868338462,0.2,64,6.48,58.97,8,57.05,29.7,27,26,50,78,58,70,42,65,1.95,58
